timestamp,elapsed_seconds,speed_kmh,acceleration_ms2,throttle_percent,brake_percent,steering_angle_deg,steering_grip,fatigue_level,co2_rate_g_per_km,mode,harsh_acceleration,harsh_braking,speeding,idling,eco_score
2025-11-16 15:55:11.446,690.0,61.43,-2.726,0.0,100.0,-8.13,0.661,1.0,117.57,mixed,0,1,0,0,83.0
2025-11-16 15:55:12.446,691.0,60.15,-1.275,0.0,86.0,-14.26,0.679,1.0,107.06,mixed,0,0,0,0,95.0
2025-11-16 15:55:13.446,692.0,60.9,0.748,17.6,6.0,-9.23,0.573,1.0,112.65,mixed,0,0,0,0,95.0
2025-11-16 15:55:14.446,693.0,59.61,-1.295,0.0,87.1,1.42,0.686,1.0,106.84,mixed,0,0,0,0,95.0
2025-11-16 15:55:15.446,694.0,62.02,2.417,34.0,5.8,-9.31,0.514,1.0,118.01,mixed,0,0,0,0,95.0
2025-11-16 15:55:16.446,695.0,63.57,1.548,25.1,6.9,-7.03,0.741,1.0,115.95,mixed,0,0,0,0,95.0
2025-11-16 15:55:17.446,696.0,65.47,1.901,65.0,17.6,-18.09,0.575,1.0,128.68,mixed,0,0,0,0,95.0
2025-11-16 15:55:18.446,697.0,64.93,-0.544,0.0,23.2,-23.18,0.696,1.0,108.97,mixed,0,0,0,0,95.0
2025-11-16 15:55:19.446,698.0,63.15,-1.778,0.0,99.1,-45.0,0.632,1.0,108.26,mixed,0,0,0,0,95.0
2025-11-16 15:55:20.446,699.0,63.9,0.752,32.2,0.0,-32.98,0.636,1.0,118.21,mixed,0,0,0,0,95.0
2025-11-16 15:55:21.446,700.0,64.63,0.728,36.5,3.5,-25.08,0.658,1.0,119.82,mixed,0,0,0,0,95.0
2025-11-16 15:55:22.446,701.0,65.39,0.763,64.5,0.0,-30.13,0.431,1.0,128.51,mixed,0,0,0,0,95.0
2025-11-16 15:55:23.446,702.0,66.49,1.099,23.9,8.8,-31.45,0.589,1.0,116.78,mixed,0,0,0,0,95.0
2025-11-16 15:55:24.446,703.0,66.18,-0.313,38.5,6.3,-29.55,0.623,1.0,121.02,mixed,0,0,0,0,95.0
2025-11-16 15:55:25.446,704.0,63.68,-2.502,0.0,100.0,-23.02,0.622,1.0,118.47,mixed,0,1,0,0,83.0
2025-11-16 15:55:26.446,705.0,64.76,1.088,32.9,6.4,-0.96,0.702,1.0,118.79,mixed,0,0,0,0,95.0
2025-11-16 15:55:27.446,706.0,65.69,0.924,58.0,2.6,3.8,0.498,1.0,126.66,mixed,0,0,0,0,95.0
2025-11-16 15:55:28.446,707.0,65.93,0.243,32.5,11.6,-15.96,0.596,1.0,119.12,mixed,0,0,0,0,95.0
2025-11-16 15:55:29.446,708.0,65.38,-0.553,0.0,33.5,0.6,0.519,1.0,109.15,mixed,0,0,0,0,95.0
2025-11-16 15:55:30.446,709.0,65.97,0.597,10.0,6.7,-7.15,0.59,1.0,112.39,mixed,0,0,0,0,95.0
2025-11-16 15:55:31.446,710.0,66.02,0.048,85.5,7.4,7.16,0.604,1.0,135.07,mixed,0,0,0,0,87.0
2025-11-16 15:55:32.446,711.0,67.16,1.142,55.6,0.0,-3.96,0.554,1.0,126.55,mixed,0,0,0,0,95.0
2025-11-16 15:55:33.446,712.0,67.27,0.101,18.2,13.3,-13.58,0.654,1.0,115.35,mixed,0,0,0,0,95.0
2025-11-16 15:55:34.446,713.0,66.57,-0.699,0.0,51.6,-18.39,0.523,1.0,109.63,mixed,0,0,0,0,95.0
2025-11-16 15:55:35.446,714.0,65.13,-1.433,0.0,100.0,-15.25,0.544,1.0,109.05,mixed,0,0,0,0,95.0
2025-11-16 15:55:36.446,715.0,64.61,-0.523,0.0,44.2,-10.66,0.664,1.0,108.84,mixed,0,0,0,0,95.0
2025-11-16 15:55:37.446,716.0,64.76,0.145,25.6,9.1,-39.56,0.581,1.0,116.58,mixed,0,0,0,0,95.0
2025-11-16 15:55:38.446,717.0,64.74,-0.02,29.7,1.6,-45.0,0.599,1.0,117.81,mixed,0,0,0,0,95.0
2025-11-16 15:55:39.446,718.0,61.98,-2.751,0.0,100.0,-42.04,0.591,1.0,117.79,mixed,0,1,0,0,83.0
2025-11-16 15:55:40.446,719.0,61.96,-0.026,46.0,3.9,-5.7,0.641,1.0,121.57,mixed,0,0,0,0,95.0
2025-11-16 15:55:41.446,720.0,62.93,0.973,37.5,9.1,8.48,0.633,1.0,119.41,mixed,0,0,0,0,95.0
2025-11-16 15:55:42.446,721.0,62.46,-0.471,0.0,32.6,15.94,0.648,1.0,107.98,mixed,0,0,0,0,95.0
2025-11-16 15:55:43.446,722.0,63.86,1.404,35.8,11.2,6.82,0.614,1.0,119.28,mixed,0,0,0,0,95.0
2025-11-16 15:55:44.446,723.0,62.61,-1.252,0.0,76.3,0.81,0.63,1.0,108.04,mixed,0,0,0,0,95.0
2025-11-16 15:55:45.446,724.0,62.23,-0.385,22.1,9.9,-3.8,0.722,1.0,114.52,mixed,0,0,0,0,95.0
2025-11-16 15:55:46.446,725.0,63.99,1.764,58.7,17.0,-1.73,0.528,1.0,126.2,mixed,0,0,0,0,95.0
2025-11-16 15:55:47.446,726.0,61.27,-2.72,0.0,100.0,-11.71,0.54,1.0,117.51,mixed,0,1,0,0,83.0
2025-11-16 15:55:48.446,727.0,61.96,0.687,32.7,2.7,-1.08,0.65,1.0,117.59,mixed,0,0,0,0,95.0
2025-11-16 15:55:49.446,728.0,61.18,-0.774,0.0,55.8,-6.7,0.523,1.0,107.47,mixed,0,0,0,0,95.0
2025-11-16 15:55:50.446,729.0,62.66,1.476,49.7,6.3,-9.4,0.674,1.0,122.97,mixed,0,0,0,0,95.0
2025-11-16 15:55:51.446,730.0,63.71,1.054,36.9,4.2,-14.48,0.448,1.0,119.55,mixed,0,0,0,0,95.0
2025-11-16 15:55:52.446,731.0,61.86,-1.852,0.0,94.8,-18.1,0.524,1.0,107.74,mixed,0,0,0,0,95.0
2025-11-16 15:55:53.446,732.0,63.33,1.468,39.1,0.0,-15.36,0.522,1.0,120.06,mixed,0,0,0,0,95.0
2025-11-16 15:55:54.446,733.0,65.81,2.48,25.3,0.0,-15.03,0.63,1.0,116.92,mixed,0,0,0,0,95.0
2025-11-16 15:55:55.446,734.0,65.68,-0.134,30.8,11.4,-23.85,0.597,1.0,118.5,mixed,0,0,0,0,95.0
2025-11-16 15:55:56.446,735.0,65.0,-0.681,0.0,47.1,-45.0,0.587,1.0,109.0,mixed,0,0,0,0,95.0
2025-11-16 15:55:57.446,736.0,65.12,0.121,21.8,9.0,-34.41,0.472,1.0,115.57,mixed,0,0,0,0,95.0
2025-11-16 15:55:58.446,737.0,66.34,1.221,19.1,9.1,-36.42,0.761,1.0,115.25,mixed,0,0,0,0,95.0
2025-11-16 15:55:59.446,738.0,67.32,0.987,30.2,0.0,-25.35,0.491,1.0,118.99,mixed,0,0,0,0,95.0
2025-11-16 15:56:00.446,739.0,65.86,-1.463,0.0,94.1,-18.62,0.614,1.0,109.34,mixed,0,0,0,0,95.0
2025-11-16 15:56:01.446,740.0,64.65,-1.212,0.0,64.7,8.21,0.656,1.0,108.86,mixed,0,0,0,0,95.0
2025-11-16 15:56:02.446,741.0,64.87,0.225,23.6,0.0,4.24,0.57,1.0,116.04,mixed,0,0,0,0,95.0
2025-11-16 15:56:03.446,742.0,67.22,2.349,49.7,5.0,1.36,0.699,1.0,124.81,mixed,0,0,0,0,95.0
2025-11-16 15:56:04.446,743.0,67.07,-0.152,25.4,7.5,12.26,0.494,1.0,117.45,mixed,0,0,0,0,95.0
2025-11-16 15:56:05.446,744.0,64.22,-2.85,0.0,100.0,12.88,0.677,1.0,118.69,mixed,0,1,0,0,83.0
2025-11-16 15:56:06.446,745.0,64.91,0.694,30.5,8.0,31.79,0.647,1.0,118.12,mixed,0,0,0,0,95.0
2025-11-16 15:56:07.446,746.0,64.55,-0.361,38.4,10.3,31.02,0.598,1.0,120.33,mixed,0,0,0,0,95.0
2025-11-16 15:56:08.446,747.0,65.86,1.306,51.4,5.2,22.29,0.584,1.0,124.75,mixed,0,0,0,0,95.0
2025-11-16 15:56:09.446,748.0,64.87,-0.987,0.0,85.0,11.79,0.646,1.0,108.95,mixed,0,0,0,0,95.0
2025-11-16 15:56:10.446,749.0,65.05,0.178,42.5,0.0,12.47,0.596,1.0,121.76,mixed,0,0,0,0,95.0
2025-11-16 15:56:11.446,750.0,63.51,-1.542,0.0,100.0,13.64,0.631,1.0,108.4,mixed,0,0,0,0,95.0
2025-11-16 15:56:12.446,751.0,63.07,-0.442,23.7,8.4,17.54,0.691,1.0,115.34,mixed,0,0,0,0,95.0
2025-11-16 15:56:13.446,752.0,63.03,-0.039,25.9,9.0,13.53,0.585,1.0,115.99,mixed,0,0,0,0,95.0
2025-11-16 15:56:14.446,753.0,63.09,0.061,37.5,12.2,14.0,0.535,1.0,119.48,mixed,0,0,0,0,95.0
2025-11-16 15:56:15.446,754.0,64.15,1.06,42.0,0.0,-8.55,0.576,1.0,121.25,mixed,0,0,0,0,95.0
2025-11-16 15:56:16.446,755.0,63.06,-1.088,0.0,76.9,-5.82,0.613,1.0,108.22,mixed,0,0,0,0,95.0
2025-11-16 15:56:17.446,756.0,63.1,0.043,35.3,8.1,-7.27,0.532,1.0,118.84,mixed,0,0,0,0,95.0
2025-11-16 15:56:18.446,757.0,63.75,0.646,58.9,7.0,-17.94,0.669,1.0,126.17,mixed,0,0,0,0,95.0
2025-11-16 15:56:19.446,758.0,64.72,0.967,38.4,13.6,-1.1,0.593,1.0,120.4,mixed,0,0,0,0,95.0
2025-11-16 15:56:20.446,759.0,64.71,-0.009,33.8,7.9,-0.42,0.768,1.0,119.02,mixed,0,0,0,0,95.0
2025-11-16 15:56:21.446,760.0,65.17,0.465,54.8,9.1,13.13,0.566,1.0,125.51,mixed,0,0,0,0,95.0
2025-11-16 15:56:22.446,761.0,66.09,0.917,38.7,5.1,15.4,0.582,1.0,121.05,mixed,0,0,0,0,95.0
2025-11-16 15:56:23.446,762.0,66.6,0.51,62.3,0.8,1.13,0.695,1.0,128.32,mixed,0,0,0,0,95.0
2025-11-16 15:56:24.446,763.0,67.71,1.113,71.9,0.6,-1.91,0.632,1.0,131.65,mixed,0,0,0,0,95.0
2025-11-16 15:56:25.446,764.0,68.06,0.347,2.3,7.7,-16.14,0.636,1.0,110.9,mixed,0,0,0,0,95.0
2025-11-16 15:56:26.446,765.0,67.68,-0.383,44.5,8.4,-3.57,0.556,1.0,123.42,mixed,0,0,0,0,95.0
2025-11-16 15:56:27.446,766.0,68.29,0.615,18.4,0.0,-20.02,0.669,1.0,115.84,mixed,0,0,0,0,95.0
2025-11-16 15:56:28.446,767.0,65.68,-2.61,0.0,100.0,-19.59,0.596,1.0,119.27,mixed,0,1,0,0,83.0
2025-11-16 15:56:29.446,768.0,66.73,1.045,34.7,6.5,-20.08,0.598,1.0,120.11,mixed,0,0,0,0,95.0
2025-11-16 15:56:30.446,769.0,64.89,-1.838,0.0,100.0,-12.42,0.506,1.0,108.96,mixed,0,0,0,0,95.0
2025-11-16 15:56:31.446,770.0,62.13,-2.758,0.0,100.0,-16.23,0.639,1.0,117.85,mixed,0,1,0,0,83.0
2025-11-16 15:56:32.446,771.0,63.57,1.44,47.2,7.0,-27.42,0.669,1.0,122.58,mixed,0,0,0,0,95.0
2025-11-16 15:56:33.446,772.0,65.72,2.153,53.4,2.6,-17.8,0.665,1.0,125.32,mixed,0,0,0,0,95.0
2025-11-16 15:56:34.446,773.0,65.35,-0.371,26.2,0.0,-0.21,0.603,1.0,117.0,mixed,0,0,0,0,95.0
2025-11-16 15:56:35.446,774.0,65.76,0.408,46.2,7.5,-20.13,0.59,1.0,123.17,mixed,0,0,0,0,95.0
2025-11-16 15:56:36.446,775.0,66.44,0.677,48.5,2.4,-30.67,0.479,1.0,124.13,mixed,0,0,0,0,95.0
2025-11-16 15:56:37.446,776.0,67.51,1.073,33.4,0.0,-18.94,0.542,1.0,120.02,mixed,0,0,0,0,95.0
2025-11-16 15:56:38.446,777.0,68.33,0.816,20.7,8.0,0.92,0.557,1.0,116.54,mixed,0,0,0,0,95.0
2025-11-16 15:56:39.446,778.0,67.88,-0.448,0.0,42.3,31.12,0.612,1.0,110.15,mixed,0,0,0,0,95.0
2025-11-16 15:56:40.446,779.0,67.66,-0.22,26.0,5.8,35.26,0.585,1.0,117.87,mixed,0,0,0,0,95.0
2025-11-16 15:56:41.446,780.0,66.67,-0.993,0.0,55.7,34.56,0.461,1.0,109.67,mixed,0,0,0,0,95.0
2025-11-16 15:56:42.446,781.0,65.3,-1.365,0.0,100.0,43.67,0.568,1.0,109.12,mixed,0,0,0,0,95.0
2025-11-16 15:56:43.446,782.0,67.09,1.79,50.5,0.0,45.0,0.497,1.0,124.99,mixed,0,0,0,0,95.0
2025-11-16 15:56:44.446,783.0,64.88,-2.207,0.0,93.3,45.0,0.569,1.0,108.95,mixed,0,0,0,0,95.0
2025-11-16 15:56:45.446,784.0,65.25,0.371,41.3,1.7,43.54,0.583,1.0,121.48,mixed,0,0,0,0,95.0
2025-11-16 15:56:46.446,785.0,65.8,0.54,66.3,2.2,29.04,0.693,1.0,129.2,mixed,0,0,0,0,95.0
2025-11-16 15:56:47.446,786.0,64.7,-1.098,0.0,93.0,8.35,0.471,1.0,108.88,mixed,0,0,0,0,95.0
2025-11-16 15:56:48.446,787.0,64.43,-0.265,24.8,5.3,10.57,0.545,1.0,116.2,mixed,0,0,0,0,95.0
2025-11-16 15:56:49.446,788.0,65.74,1.311,35.3,10.8,17.37,0.738,1.0,119.9,mixed,0,0,0,0,95.0
2025-11-16 15:56:50.446,789.0,66.81,1.069,34.4,3.0,10.17,0.595,1.0,120.03,mixed,0,0,0,0,95.0
2025-11-16 15:56:51.446,790.0,66.96,0.146,28.2,8.6,5.75,0.52,1.0,118.24,mixed,0,0,0,0,95.0
2025-11-16 15:56:52.446,791.0,64.11,-2.846,0.0,94.5,18.95,0.502,1.0,118.64,mixed,0,1,0,0,83.0
2025-11-16 15:56:53.446,792.0,65.34,1.231,53.0,6.8,20.2,0.578,1.0,125.03,mixed,0,0,0,0,95.0
2025-11-16 15:56:54.446,793.0,65.6,0.263,16.6,11.1,10.92,0.616,1.0,114.23,mixed,0,0,0,0,95.0
2025-11-16 15:56:55.446,794.0,66.29,0.686,21.0,5.1,15.65,0.63,1.0,115.81,mixed,0,0,0,0,95.0
2025-11-16 15:56:56.446,795.0,67.26,0.973,58.2,2.1,27.07,0.632,1.0,127.35,mixed,0,0,0,0,95.0
2025-11-16 15:56:57.446,796.0,66.89,-0.373,42.4,13.9,28.19,0.502,1.0,122.49,mixed,0,0,0,0,95.0
2025-11-16 15:56:58.446,797.0,68.12,1.234,26.1,1.7,45.0,0.502,1.0,118.09,mixed,0,0,0,0,95.0
2025-11-16 15:56:59.446,798.0,67.8,-0.325,33.8,5.5,41.13,0.484,1.0,120.26,mixed,0,0,0,0,95.0
2025-11-16 15:57:00.446,799.0,67.04,-0.757,0.0,35.3,42.62,0.519,1.0,109.82,mixed,0,0,0,0,95.0
2025-11-16 15:57:01.446,800.0,66.15,-0.897,0.0,64.4,45.0,0.749,1.0,109.46,mixed,0,0,0,0,95.0
2025-11-16 15:57:02.446,801.0,66.78,0.634,56.1,7.7,33.21,0.539,1.0,126.53,mixed,0,0,0,0,95.0
2025-11-16 15:57:03.446,802.0,66.54,-0.236,29.9,0.0,14.85,0.503,1.0,118.58,mixed,0,0,0,0,95.0
2025-11-16 15:57:04.446,803.0,63.72,-2.828,0.0,100.0,17.65,0.644,1.0,118.49,mixed,0,1,0,0,83.0
2025-11-16 15:57:05.446,804.0,62.45,-1.27,0.0,73.2,4.99,0.573,1.0,107.98,mixed,0,0,0,0,95.0
2025-11-16 15:57:06.446,805.0,64.36,1.915,34.4,5.6,1.26,0.403,1.0,119.06,mixed,0,0,0,0,95.0
2025-11-16 15:57:07.446,806.0,66.93,2.57,35.1,2.2,1.41,0.649,1.0,140.3,mixed,1,0,0,0,80.0
2025-11-16 15:57:08.446,807.0,64.09,-2.845,0.0,95.8,-20.87,0.692,1.0,118.63,mixed,0,1,0,0,83.0
2025-11-16 15:57:09.446,808.0,64.22,0.134,49.7,11.9,-15.34,0.643,1.0,123.59,mixed,0,0,0,0,95.0
2025-11-16 15:57:10.446,809.0,63.47,-0.753,0.0,61.4,-14.19,0.475,1.0,108.39,mixed,0,0,0,0,95.0
2025-11-16 15:57:11.446,810.0,63.23,-0.238,29.8,0.0,-6.95,0.591,1.0,117.24,mixed,0,0,0,0,95.0
2025-11-16 15:57:12.446,811.0,63.62,0.392,42.4,9.3,10.94,0.422,1.0,121.18,mixed,0,0,0,0,95.0
2025-11-16 15:57:13.446,812.0,63.98,0.361,60.2,0.0,13.04,0.568,1.0,126.66,mixed,0,0,0,0,95.0
2025-11-16 15:57:14.446,813.0,64.51,0.532,30.0,4.6,1.23,0.601,1.0,117.8,mixed,0,0,0,0,95.0
2025-11-16 15:57:15.446,814.0,64.16,-0.359,30.9,5.9,24.75,0.631,1.0,117.92,mixed,0,0,0,0,95.0
2025-11-16 15:57:16.446,815.0,64.97,0.817,60.4,12.6,18.62,0.705,1.0,127.12,mixed,0,0,0,0,95.0
2025-11-16 15:57:17.446,816.0,64.56,-0.413,18.6,4.5,34.99,0.724,1.0,114.39,mixed,0,0,0,0,95.0
2025-11-16 15:57:18.446,817.0,61.81,-2.744,0.0,95.4,33.43,0.648,1.0,117.73,mixed,0,1,0,0,83.0
2025-11-16 15:57:19.446,818.0,60.87,-0.941,0.0,46.7,29.83,0.622,1.0,107.35,mixed,0,0,0,0,95.0
2025-11-16 15:57:20.446,819.0,61.37,0.498,41.6,9.4,32.96,0.503,1.0,120.04,mixed,0,0,0,0,95.0
2025-11-16 15:57:21.446,820.0,59.79,-1.587,0.0,100.0,44.37,0.552,1.0,106.91,mixed,0,0,0,0,95.0
2025-11-16 15:57:22.446,821.0,61.63,1.846,54.5,4.9,25.91,0.573,1.0,124.0,mixed,0,0,0,0,95.0
2025-11-16 15:57:23.446,822.0,61.57,-0.066,32.7,3.4,37.73,0.462,1.0,117.43,mixed,0,0,0,0,95.0
2025-11-16 15:57:24.446,823.0,60.7,-0.865,0.0,68.7,34.7,0.488,1.0,107.28,mixed,0,0,0,0,95.0
2025-11-16 15:57:25.446,824.0,60.91,0.21,25.2,5.7,21.88,0.538,1.0,114.92,mixed,0,0,0,0,95.0
2025-11-16 15:57:26.446,825.0,61.82,0.911,59.0,2.7,29.05,0.527,1.0,125.44,mixed,0,0,0,0,95.0
2025-11-16 15:57:27.446,826.0,63.17,1.35,39.8,1.4,21.62,0.582,1.0,120.21,mixed,0,0,0,0,95.0
2025-11-16 15:57:28.446,827.0,61.47,-1.697,0.0,93.4,30.69,0.459,1.0,107.59,mixed,0,0,0,0,95.0
2025-11-16 15:57:29.446,828.0,61.14,-0.335,30.4,0.0,1.54,0.618,1.0,116.58,mixed,0,0,0,0,95.0
2025-11-16 15:57:30.446,829.0,61.96,0.823,28.2,0.0,-14.34,0.523,1.0,116.25,mixed,0,0,0,0,95.0
2025-11-16 15:57:31.446,830.0,62.05,0.085,38.8,0.0,-21.73,0.532,1.0,119.47,mixed,0,0,0,0,95.0
2025-11-16 15:57:32.446,831.0,64.6,2.554,40.1,0.0,-26.41,0.605,1.0,140.88,mixed,1,0,0,0,80.0
2025-11-16 15:57:33.446,832.0,64.53,-0.068,28.0,8.8,-14.78,0.558,1.0,117.21,mixed,0,0,0,0,95.0
2025-11-16 15:57:34.446,833.0,63.79,-0.742,0.0,62.1,-16.43,0.601,1.0,108.52,mixed,0,0,0,0,95.0
2025-11-16 15:57:35.446,834.0,63.97,0.179,67.0,0.0,-13.7,0.522,1.0,128.69,mixed,0,0,0,0,95.0
2025-11-16 15:57:36.446,835.0,63.72,-0.255,46.0,7.5,-9.01,0.518,1.0,122.29,mixed,0,0,0,0,95.0
2025-11-16 15:57:37.446,836.0,64.36,0.647,42.6,2.9,-8.47,0.592,1.0,121.52,mixed,0,0,0,0,95.0
2025-11-16 15:57:38.446,837.0,64.05,-0.314,36.1,0.0,4.56,0.614,1.0,119.46,mixed,0,0,0,0,95.0
2025-11-16 15:57:39.446,838.0,64.96,0.915,64.0,6.1,6.51,0.716,1.0,128.19,mixed,0,0,0,0,95.0
2025-11-16 15:57:40.446,839.0,64.22,-0.746,0.0,52.8,-1.53,0.558,1.0,108.69,mixed,0,0,0,0,95.0
2025-11-16 15:57:41.446,840.0,63.92,-0.293,46.3,5.7,-24.72,0.628,1.0,122.45,mixed,0,0,0,0,95.0
2025-11-16 15:57:42.446,841.0,65.48,1.558,20.9,6.5,-33.81,0.717,1.0,115.46,mixed,0,0,0,0,95.0
2025-11-16 15:57:43.446,842.0,65.54,0.058,48.4,12.9,-28.36,0.63,1.0,123.72,mixed,0,0,0,0,95.0
2025-11-16 15:57:44.446,843.0,66.66,1.117,46.1,0.0,-38.29,0.578,1.0,123.5,mixed,0,0,0,0,95.0
2025-11-16 15:57:45.446,844.0,66.42,-0.231,21.2,4.4,-24.64,0.659,1.0,115.93,mixed,0,0,0,0,95.0
2025-11-16 15:57:46.446,845.0,66.98,0.553,23.2,5.9,-27.54,0.372,1.0,116.74,mixed,0,0,0,0,95.0
2025-11-16 15:57:47.446,846.0,64.65,-2.327,0.0,100.0,-32.83,0.607,1.0,108.86,mixed,0,0,0,0,95.0
2025-11-16 15:57:48.446,847.0,64.26,-0.392,49.7,6.5,-37.63,0.692,1.0,123.62,mixed,0,0,0,0,95.0
2025-11-16 15:57:49.446,848.0,63.74,-0.516,0.0,21.2,-45.0,0.58,1.0,108.5,mixed,0,0,0,0,95.0
2025-11-16 15:57:50.446,849.0,62.95,-0.793,0.0,61.1,-34.01,0.616,1.0,108.18,mixed,0,0,0,0,95.0
2025-11-16 15:57:51.446,850.0,62.77,-0.175,39.1,8.4,-35.28,0.603,1.0,119.84,mixed,0,0,0,0,95.0
2025-11-16 15:57:52.446,851.0,62.53,-0.248,21.7,3.0,-10.73,0.613,1.0,114.53,mixed,0,0,0,0,95.0
2025-11-16 15:57:53.446,852.0,63.91,1.382,25.8,13.0,-12.67,0.683,1.0,116.31,mixed,0,0,0,0,95.0
2025-11-16 15:57:54.446,853.0,62.6,-1.306,0.0,98.8,-5.53,0.531,1.0,108.04,mixed,0,0,0,0,95.0
2025-11-16 15:57:55.446,854.0,63.17,0.571,43.1,11.3,-2.02,0.606,1.0,121.21,mixed,0,0,0,0,95.0
2025-11-16 15:57:56.446,855.0,61.95,-1.228,0.0,76.9,-3.9,0.744,1.0,107.78,mixed,0,0,0,0,95.0
2025-11-16 15:57:57.446,856.0,61.93,-0.016,24.8,8.6,-29.51,0.572,1.0,115.22,mixed,0,0,0,0,95.0
2025-11-16 15:57:58.446,857.0,61.21,-0.721,0.0,28.2,-13.6,0.585,1.0,107.48,mixed,0,0,0,0,95.0
2025-11-16 15:57:59.446,858.0,60.9,-0.304,20.2,7.2,-9.69,0.632,1.0,113.41,mixed,0,0,0,0,95.0
2025-11-16 15:58:00.446,859.0,60.99,0.085,35.7,11.4,-3.21,0.5,1.0,118.12,mixed,0,0,0,0,95.0
2025-11-16 15:58:01.446,860.0,62.42,1.425,25.5,4.1,-5.02,0.59,1.0,115.62,mixed,0,0,0,0,95.0
2025-11-16 15:58:02.446,861.0,63.93,1.513,45.6,4.8,-15.97,0.526,1.0,122.24,mixed,0,0,0,0,95.0
2025-11-16 15:58:03.446,862.0,64.43,0.503,52.1,5.9,-8.18,0.629,1.0,124.4,mixed,0,0,0,0,95.0
2025-11-16 15:58:04.446,863.0,64.25,-0.181,36.6,12.3,-0.07,0.628,1.0,119.68,mixed,0,0,0,0,95.0
2025-11-16 15:58:05.446,864.0,63.2,-1.051,0.0,86.1,0.9,0.517,1.0,108.28,mixed,0,0,0,0,95.0
2025-11-16 15:58:06.446,865.0,64.56,1.365,41.0,4.3,-11.19,0.518,1.0,121.14,mixed,0,0,0,0,95.0
2025-11-16 15:58:07.446,866.0,64.09,-0.478,0.0,31.0,0.76,0.634,1.0,108.63,mixed,0,0,0,0,95.0
2025-11-16 15:58:08.446,867.0,64.21,0.126,59.8,8.6,0.35,0.627,1.0,126.62,mixed,0,0,0,0,95.0
2025-11-16 15:58:09.446,868.0,64.96,0.747,23.7,0.0,-15.62,0.635,1.0,116.09,mixed,0,0,0,0,95.0
2025-11-16 15:58:10.446,869.0,65.74,0.784,50.6,3.7,-20.71,0.549,1.0,124.47,mixed,0,0,0,0,95.0
2025-11-16 15:58:11.446,870.0,67.74,1.996,27.6,7.8,-44.96,0.425,1.0,118.37,mixed,0,0,0,0,95.0
2025-11-16 15:58:12.446,871.0,66.78,-0.957,0.0,63.9,-35.14,0.526,1.0,109.71,mixed,0,0,0,0,95.0
2025-11-16 15:58:13.446,872.0,67.32,0.537,46.9,2.4,-42.16,0.505,1.0,124.01,mixed,0,0,0,0,95.0
2025-11-16 15:58:14.446,873.0,68.08,0.763,8.2,5.5,-39.52,0.64,1.0,112.7,mixed,0,0,0,0,95.0
2025-11-16 15:58:15.446,874.0,67.64,-0.438,36.6,3.0,-18.81,0.527,1.0,121.05,mixed,0,0,0,0,95.0
2025-11-16 15:58:16.446,875.0,68.37,0.724,33.8,0.7,-24.36,0.632,1.0,120.48,mixed,0,0,0,0,95.0
2025-11-16 15:58:17.446,876.0,68.99,0.62,26.5,5.0,-34.31,0.578,1.0,118.54,mixed,0,0,0,0,95.0
2025-11-16 15:58:18.446,877.0,66.87,-2.113,0.0,85.5,-14.77,0.528,1.0,109.75,mixed,0,0,0,0,95.0
2025-11-16 15:58:19.446,878.0,65.81,-1.066,0.0,84.9,-4.73,0.745,1.0,109.32,mixed,0,0,0,0,95.0
2025-11-16 15:58:20.446,879.0,66.62,0.815,41.8,7.4,-10.05,0.594,1.0,122.2,mixed,0,0,0,0,95.0
2025-11-16 15:58:21.446,880.0,66.51,-0.114,39.2,3.4,-18.66,0.597,1.0,121.36,mixed,0,0,0,0,95.0
2025-11-16 15:58:22.446,881.0,66.43,-0.08,46.6,1.3,-18.19,0.542,1.0,123.55,mixed,0,0,0,0,95.0
2025-11-16 15:58:23.446,882.0,65.99,-0.438,36.3,6.4,-11.77,0.703,1.0,120.3,mixed,0,0,0,0,95.0
2025-11-16 15:58:24.446,883.0,66.11,0.117,22.3,10.1,2.19,0.567,1.0,116.13,mixed,0,0,0,0,95.0
2025-11-16 15:58:25.446,884.0,65.73,-0.383,38.3,8.4,22.08,0.497,1.0,120.8,mixed,0,0,0,0,95.0
2025-11-16 15:58:26.446,885.0,62.93,-2.793,0.0,100.0,22.69,0.578,1.0,118.17,mixed,0,1,0,0,83.0
2025-11-16 15:58:27.446,886.0,65.29,2.36,15.9,2.1,16.06,0.539,1.0,113.9,mixed,0,0,0,0,95.0
2025-11-16 15:58:28.446,887.0,65.35,0.058,16.2,3.6,23.03,0.555,1.0,114.01,mixed,0,0,0,0,95.0
2025-11-16 15:58:29.446,888.0,64.44,-0.907,0.0,48.4,10.61,0.502,1.0,108.78,mixed,0,0,0,0,95.0
2025-11-16 15:58:30.446,889.0,65.53,1.083,44.1,0.2,18.16,0.803,1.0,122.43,mixed,0,0,0,0,95.0
2025-11-16 15:58:31.446,890.0,65.07,-0.461,0.0,19.0,24.35,0.525,1.0,109.03,mixed,0,0,0,0,95.0
2025-11-16 15:58:32.446,891.0,67.06,1.997,84.9,0.0,27.32,0.588,1.0,135.28,mixed,0,0,0,0,87.0
2025-11-16 15:58:33.446,892.0,66.4,-0.666,0.0,42.7,25.92,0.589,1.0,109.56,mixed,0,0,0,0,95.0
2025-11-16 15:58:34.446,893.0,67.85,1.45,9.7,1.4,32.93,0.409,1.0,113.04,mixed,0,0,0,0,95.0
